text,page,avg_font_size,y_position,bbox,font_name,source_pdf,is_bold,is_all_caps,text_len,starts_with_numbering,relative_font_size,norm_y_pos,is_centered,space_before,space_after,label
enormous differences in the financial resources available to libraries mandated to provide,6,11.039999961853027,173.3682403564453,"(90.04473876953125, 173.3682403564453, 504.7713928222656, 185.68887329101562)",ArialMT,E0H1CM114.pdf,False,False,90,False,0.9999999965446583,0.21889929337935013,True,0.2759857177734375,0.3974456787109375,Body Text
"similar services. Some post-secondary and public libraries, particularly those in large urban",6,11.039999961853027,186.08631896972656,"(90.04473876953125, 186.08631896972656, 512.6803588867188, 198.40695190429688)",ArialMT,E0H1CM114.pdf,False,False,93,False,0.9999999965446583,0.23495747344662446,True,0.3974456787109375,0.2759857177734375,Body Text
"areas, have the facilities, funding and technological infrastructure necessary to service their",6,11.039999961853027,198.6829376220703,"(90.04473876953125, 198.6829376220703, 513.225341796875, 211.00357055664062)",ArialMT,E0H1CM114.pdf,False,False,95,False,0.9999999965446583,0.2508622949773615,True,0.2759857177734375,0.2759857177734375,Body Text
"patrons with electronic services and resources.  Many others, particularly in rural regions, do",6,11.039999961853027,211.27955627441406,"(90.04473876953125, 211.27955627441406, 518.1613159179688, 223.60018920898438)",ArialMT,E0H1CM114.pdf,False,False,95,False,0.9999999965446583,0.2667671165080986,True,0.2759857177734375,0.3974456787109375,Body Text
not. The proposal must indicate how these issues will be approached.,6,11.039999961853027,223.9976348876953,"(90.04473876953125, 223.9976348876953, 417.616943359375, 236.31826782226562)",ArialMT,E0H1CM114.pdf,False,False,68,False,0.9999999965446583,0.28282529657537286,True,0.3974456787109375,33.801727294921875,Body Text
Milestones,6,12.0,270.1199951171875,"(96.04060363769531, 270.1199951171875, 166.50340270996094, 287.02801513671875)",Arial-Black,E0H1CM114.pdf,True,False,10,False,1.0869565217391306,0.34106059989543874,False,33.801727294921875,15.940765380859375,H3
1) A preliminary report will be issued during June 2003.,6,11.039999961853027,302.9687805175781,"(108.04060363769531, 302.9687805175781, 371.49163818359375, 315.2894287109375)",Arial-ItalicMT,E0H1CM114.pdf,False,False,56,True,0.9999999965446583,0.38253633903734613,False,15.940765380859375,12.276458740234375,Body Text
"2) It is expected that an Interim Report, suitable for distribution to the broader library",6,11.039999961853027,327.5658874511719,"(108.04060363769531, 327.5658874511719, 525.2569580078125, 339.88653564453125)",Arial-ItalicMT,E0H1CM114.pdf,False,False,90,True,0.9999999965446583,0.4135932922363281,True,12.276458740234375,0.397430419921875,Body Text
"community will be available by August 1, 2003 and that there will be an opportunity",6,11.039999961853027,340.2839660644531,"(126.03580474853516, 340.2839660644531, 525.1746215820312, 352.6046142578125)",Arial-ItalicMT,E0H1CM114.pdf,False,False,83,False,0.9999999965446583,0.42965147230360246,True,0.397430419921875,0.2760009765625,Body Text
for responses to be evaluated.,6,11.039999961853027,352.880615234375,"(126.03580474853516, 352.880615234375, 269.5017395019531, 365.2012634277344)",Arial-ItalicMT,E0H1CM114.pdf,False,False,30,False,0.9999999965446583,0.4455563323666351,False,0.2760009765625,12.397918701171875,Body Text
3) The business plan must be completed and approved by the ODL Steering Committee,6,11.039999961853027,377.59918212890625,"(108.04060363769531, 377.59918212890625, 525.2949829101562, 389.9198303222656)",Arial-ItalicMT,E0H1CM114.pdf,False,False,81,True,0.9999999965446583,0.47676664410215436,True,12.397918701171875,0.2760009765625,Body Text
"no later than September 30, 2003.",6,11.039999961853027,390.1958312988281,"(126.03580474853516, 390.1958312988281, 287.9087219238281, 402.5164794921875)",Arial-ItalicMT,E0H1CM114.pdf,False,False,33,False,0.9999999965446583,0.492671504165187,False,0.2760009765625,21.08349609375,Body Text
Approach and Specific Proposal Requirements,6,12.0,423.5999755859375,"(99.52059936523438, 423.5999755859375, 387.16534423828125, 440.50799560546875)",Arial-Black,E0H1CM114.pdf,True,False,43,False,1.0869565217391306,0.5348484540226484,False,21.08349609375,16.060791015625,H2
The firm/consultant (or proposed team of consultants) will be expected to work closely with,6,11.039999961853027,456.56878662109375,"(90.04060363769531, 456.56878662109375, 525.1798706054688, 468.8894348144531)",ArialMT,E0H1CM114.pdf,False,False,91,False,0.9999999965446583,0.5764757406831992,True,16.060791015625,0.2760009765625,Body Text
the ODL Steering Committee. Terms of reference for the Committee are in the appendix.,6,11.039999961853027,469.1654357910156,"(90.04058837890625, 469.1654357910156, 525.1207275390625, 481.486083984375)",ArialMT,E0H1CM114.pdf,False,False,85,False,0.9999999965446583,0.5923806007462319,True,0.2760009765625,0.397430419921875,Body Text
"Given the consultative nature of this business planning process, the firm/consultant will also",6,11.039999961853027,481.8835144042969,"(90.04058837890625, 481.8835144042969, 524.96240234375, 494.20416259765625)",ArialMT,E0H1CM114.pdf,False,False,94,False,0.9999999965446583,0.6084387808135061,True,0.397430419921875,0.2760009765625,Body Text
be expected to travel and communicate regularly with various stakeholders as well as with,6,11.039999961853027,494.48016357421875,"(90.04058837890625, 494.48016357421875, 524.94580078125, 506.8008117675781)",ArialMT,E0H1CM114.pdf,False,False,89,False,0.9999999965446583,0.6243436408765388,True,0.2760009765625,0.275970458984375,Body Text
electronic resource publishers/vendors.,6,11.039999961853027,507.0767822265625,"(90.04058837890625, 507.0767822265625, 274.6471252441406, 519.3974609375)",ArialMT,E0H1CM114.pdf,False,False,39,False,0.9999999965446583,0.6402484624072758,False,0.275970458984375,12.39794921875,Body Text
The proposal should include the following information:,6,11.039999961853027,531.79541015625,"(90.04058837890625, 531.79541015625, 341.96990966796875, 544.1160888671875)",ArialMT,E0H1CM114.pdf,False,False,54,False,0.9999999965446583,0.6714588512073864,False,12.39794921875,12.27642822265625,Body Text
a) name of the firm/consultant,6,11.039999961853027,556.3925170898438,"(108.0357894897461, 556.3925170898438, 249.22193908691406, 568.7131958007812)",ArialMT,E0H1CM114.pdf,False,False,30,False,0.9999999965446583,0.7025158044063684,False,12.27642822265625,0.39739990234375,Body Text
"b) names of those individuals who will be engaged in this project, their specific",6,11.039999961853027,569.110595703125,"(108.03579711914062, 569.110595703125, 471.32879638671875, 581.4312744140625)",ArialMT,E0H1CM114.pdf,False,False,81,False,0.9999999965446583,0.7185739844736426,True,0.39739990234375,0.27593994140625,Body Text
responsibilities on this project and relevant experience/qualifications,6,11.039999961853027,581.7072143554688,"(108.03579711914062, 581.7072143554688, 424.2580871582031, 594.0278930664062)",ArialMT,E0H1CM114.pdf,False,False,71,False,0.9999999965446583,0.7344788060043798,True,0.27593994140625,0.27593994140625,Body Text
c) description of similar engagements that highlight the firm’s experience in business,6,11.039999961853027,594.3038330078125,"(108.03579711914062, 594.3038330078125, 499.9095153808594, 606.62451171875)",ArialMT,E0H1CM114.pdf,False,False,86,False,0.9999999965446583,0.7503836275351168,True,0.27593994140625,0.39739990234375,Body Text
planning and building stakeholder commitment,6,11.039999961853027,607.0219116210938,"(108.03579711914062, 607.0219116210938, 327.00738525390625, 619.3425903320312)",ArialMT,E0H1CM114.pdf,False,False,44,False,0.9999999965446583,0.7664418076023911,False,0.39739990234375,0.27593994140625,Body Text
d) references with details of work completed for these references,6,11.039999961853027,619.6185302734375,"(108.03579711914062, 619.6185302734375, 410.3861083984375, 631.939208984375)",ArialMT,E0H1CM114.pdf,False,False,65,False,0.9999999965446583,0.7823466291331281,True,0.27593994140625,0.3974609375,Body Text
"e) description of the approach that will be used for completing the business plan,",6,11.039999961853027,632.336669921875,"(108.03579711914062, 632.336669921875, 481.9085693359375, 644.6573486328125)",ArialMT,E0H1CM114.pdf,False,False,82,False,0.9999999965446583,0.7984048862649937,True,0.3974609375,0.27593994140625,Body Text
including a timeline,6,11.039999961853027,644.9332885742188,"(108.03579711914062, 644.9332885742188, 199.81362915039062, 657.2539672851562)",ArialMT,E0H1CM114.pdf,False,False,20,False,0.9999999965446583,0.8143097077957308,False,0.27593994140625,0.27593994140625,Body Text
"f) cost to complete the study including estimated expenses (i.e.: travel, etc.) and payment",6,11.039999961853027,657.5299072265625,"(108.03579711914062, 657.5299072265625, 521.6646118164062, 669.8505859375)",ArialMT,E0H1CM114.pdf,False,False,91,False,0.9999999965446583,0.8302145293264678,True,0.27593994140625,0.39739990234375,Body Text
structure,6,11.039999961853027,670.2479858398438,"(108.03579711914062, 670.2479858398438, 151.7552947998047, 682.5686645507812)",ArialMT,E0H1CM114.pdf,False,False,9,False,0.9999999965446583,0.8462727093937421,False,0.39739990234375,48.41119384765625,Body Text
7,6,9.0,730.9798583984375,"(516.640625, 730.9798583984375, 524.650634765625, 743.660888671875)",Arial-BlackItalic,E0H1CM114.pdf,True,False,1,True,0.8152173913043479,0.9229543666646938,False,48.41119384765625,-9.6226806640625,Body Text
RFP: To Develop the Ontario Digital Library Business Plan March 2003,6,7.559999942779541,734.0382080078125,"(90.04060363769531, 734.0382080078125, 340.93426513671875, 742.4751586914062)",Arial-BoldItalicMT,E0H1CM114.pdf,True,False,68,False,0.6847826035126396,0.9268159192017834,False,-9.6226806640625,-1.0,Body Text
Evaluation and Awarding of Contract,7,12.0,81.00001525878906,"(96.04060363769531, 81.00001525878906, 324.9814147949219, 97.90801239013672)",Arial-Black,E0H1CM114.pdf,True,False,35,False,1.0869565217391306,0.10227274653887508,False,-1.0,24.940818786621094,H2
The contract will be awarded to the bidder whose submission offers the best value; the contract will,7,11.039999961853027,122.84883117675781,"(90.04060363769531, 122.84883117675781, 523.8629760742188, 135.16946411132812)",ArialMT,E0H1CM114.pdf,False,False,100,False,0.9999999965446583,0.1551121605767144,True,24.940818786621094,0.3974456787109375,Body Text
not necessarily be awarded to the lowest bidder. We reserve the right not to award the contract to,7,11.039999961853027,135.56690979003906,"(90.04060363769531, 135.56690979003906, 519.8972778320312, 147.88754272460938)",ArialMT,E0H1CM114.pdf,False,False,98,False,0.9999999965446583,0.17117034064398873,True,0.3974456787109375,0.2759857177734375,Body Text
any of the bidders responding to this RFP and we may seek further response.,7,11.039999961853027,148.1635284423828,"(90.04060363769531, 148.1635284423828, 432.4052734375, 160.48416137695312)",ArialMT,E0H1CM114.pdf,False,False,75,False,0.9999999965446583,0.18707516217472578,True,0.2759857177734375,12.276473999023438,Body Text
"Specifically, proposals will be evaluated proposals according to the following criteria:",7,11.039999961853027,172.76063537597656,"(90.04060363769531, 172.76063537597656, 457.97528076171875, 185.08126831054688)",ArialMT,E0H1CM114.pdf,False,False,88,False,0.9999999965446583,0.21813211537370777,True,12.276473999023438,25.116012573242188,Body Text
Quality of the proposal /approach outlined for undertaking the business planning process,7,11.039999961853027,210.19728088378906,"(126.04203796386719, 210.19728088378906, 516.0352172851562, 222.51791381835938)",ArialMT,E0H1CM114.pdf,False,False,88,False,0.9999999965446583,0.2654006071765013,True,25.116012573242188,0.3974456787109375,Body Text
Demonstrated experience,7,11.039999961853027,222.9153594970703,"(126.04203796386719, 222.9153594970703, 243.67320251464844, 235.23599243164062)",ArialMT,E0H1CM114.pdf,False,False,23,False,0.9999999965446583,0.28145878724377565,False,0.3974456787109375,0.2759857177734375,Body Text
"Cost, including expenses",7,11.039999961853027,235.51197814941406,"(126.04203796386719, 235.51197814941406, 239.43614196777344, 247.83261108398438)",ArialMT,E0H1CM114.pdf,False,False,24,False,0.9999999965446583,0.2973636087745127,False,0.2759857177734375,0.2759857177734375,Body Text
Timeline and projected completion date,7,11.039999961853027,248.1085968017578,"(126.04203796386719, 248.1085968017578, 301.78662109375, 260.4292297363281)",ArialMT,E0H1CM114.pdf,False,False,38,False,0.9999999965446583,0.31326843030524976,False,0.2759857177734375,0.883209228515625,Body Text
Other relevant factors as determined by the ODL Steering Committee,7,11.039999961853027,261.31243896484375,"(126.04203796386719, 261.31243896484375, 432.92425537109375, 273.6330871582031)",ArialMT,E0H1CM114.pdf,False,False,66,False,0.9999999965446583,0.32993994818793404,True,0.883209228515625,12.99407958984375,Body Text
Questions regarding this RFP should be directed by e-mail only to Michael Ridley,7,11.039999961853027,286.6271667480469,"(90.04060363769531, 286.6271667480469, 447.9630432128906, 298.94781494140625)",ArialMT,E0H1CM114.pdf,False,False,80,False,0.9999999965446583,0.361902988318241,True,12.99407958984375,0.397430419921875,Body Text
(mridley@uoguelph.ca).,7,11.039999961853027,299.3452453613281,"(90.04060363769531, 299.3452453613281, 199.07711791992188, 311.6658935546875)",ArialMT,E0H1CM114.pdf,False,False,22,False,0.9999999965446583,0.3779611683855153,False,0.397430419921875,12.99407958984375,Body Text
Bidders are asked not to contact any other member of the ODL Catalyst Team or the ODL Steering,7,11.039999961853027,324.65997314453125,"(90.04060363769531, 324.65997314453125, 524.1807250976562, 336.9806213378906)",ArialMT,E0H1CM114.pdf,False,False,94,False,0.9999999965446583,0.4099242085158223,True,12.99407958984375,0.2760009765625,Body Text
Committee.,7,11.039999961853027,337.2566223144531,"(90.04060363769531, 337.2566223144531, 144.33644104003906, 349.5772705078125)",ArialMT,E0H1CM114.pdf,False,False,10,False,0.9999999965446583,0.42582906857885494,False,0.2760009765625,381.402587890625,Body Text
8,7,9.0,730.9798583984375,"(516.640625, 730.9798583984375, 524.650634765625, 743.660888671875)",Arial-BlackItalic,E0H1CM114.pdf,True,False,1,True,0.8152173913043479,0.9229543666646938,False,381.402587890625,-9.6226806640625,Body Text
RFP: To Develop the Ontario Digital Library Business Plan March 2003,7,7.559999942779541,734.0382080078125,"(90.04060363769531, 734.0382080078125, 340.93426513671875, 742.4751586914062)",Arial-BoldItalicMT,E0H1CM114.pdf,True,False,68,False,0.6847826035126396,0.9268159192017834,False,-9.6226806640625,-1.0,Body Text
Appendix A:  ODL Envisioned Phases & Funding,8,12.0,107.51997375488281,"(90.04060363769531, 107.51997375488281, 383.5643005371094, 124.42797088623047)",Arial-Black,E0H1CM114.pdf,True,False,44,False,1.0869565217391306,0.13575754261980152,False,-1.0,15.357917785644531,H2
Phase I:  Business Planning,8,9.960000038146973,139.785888671875,"(90.04049682617188, 139.785888671875, 219.3949737548828, 150.9012451171875)",Arial-BoldMT,E0H1CM114.pdf,True,False,27,False,0.9021739164988201,0.17649733418166036,False,15.357917785644531,11.922119140625,H3
Timeline: March 2003 – September 2003,8,9.960000038146973,162.8233642578125,"(90.04049682617188, 162.8233642578125, 268.0078125, 173.93878173828125)",Arial-BoldMT,E0H1CM114.pdf,True,False,37,False,0.9021739164988201,0.2055850558810764,False,11.922119140625,0.4083251953125,Body Text
"Funding Requested: ~$100,000 jointly funded by stakeholder groups and the provincial government.",8,9.960000038146973,174.34710693359375,"(90.0405044555664, 174.34710693359375, 520.745361328125, 185.4625244140625)",Arial-BoldMT,E0H1CM114.pdf,True,False,96,False,0.9021739164988201,0.22013523602726484,True,0.4083251953125,11.80255126953125,Body Text
Result: The ODL business plan,8,9.960000038146973,197.26507568359375,"(90.0405044555664, 197.26507568359375, 226.60203552246094, 208.38043212890625)",Arial-BoldMT,E0H1CM114.pdf,True,False,29,False,0.9021739164988201,0.24907206525706282,False,11.80255126953125,12.0416259765625,Body Text
"The first phase will be to build the ODL business plan. This plan will clearly define the ODL’s services,",8,9.960000038146973,220.42205810546875,"(90.04049682617188, 220.42205810546875, 516.1898193359375, 231.53741455078125)",ArialMT,E0H1CM114.pdf,False,False,105,False,0.9021739164988201,0.2783106794260969,True,12.0416259765625,0.40838623046875,Body Text
"funding and governance structures, as well as implementation plans for 2003-2005. It will also secure",8,9.960000038146973,231.94580078125,"(90.04049682617188, 231.94580078125, 514.8093872070312, 243.0611572265625)",ArialMT,E0H1CM114.pdf,False,False,101,False,0.9021739164988201,0.29286085957228536,True,0.40838623046875,0.40838623046875,Body Text
the full commitment of all stakeholders and scope the operational plan for ODL for 2006 and beyond.,8,9.960000038146973,243.46954345703125,"(90.04049682617188, 243.46954345703125, 512.7042236328125, 254.58489990234375)",ArialMT,E0H1CM114.pdf,False,False,99,False,0.9021739164988201,0.3074110397184738,True,0.40838623046875,11.8026123046875,Body Text
"Given the number and diversity of stakeholders involved, the business planning process must be a fully",8,9.960000038146973,266.38751220703125,"(90.04049682617188, 266.38751220703125, 523.1757202148438, 277.50286865234375)",ArialMT,E0H1CM114.pdf,False,False,102,False,0.9021739164988201,0.3363478689482718,True,11.8026123046875,0.408355712890625,Body Text
consultative approach. To ensure that the planning results in a workable plan with the full commitment,8,9.960000038146973,277.9112243652344,"(90.04049682617188, 277.9112243652344, 520.2825317382812, 289.0265808105469)",ArialMT,E0H1CM114.pdf,False,False,102,False,0.9021739164988201,0.35089801056216463,True,0.408355712890625,0.408355712890625,Body Text
"of all stakeholders it must have competent, dedicated staffing and monies for the travel and",8,9.960000038146973,289.4349365234375,"(90.04049682617188, 289.4349365234375, 472.8460388183594, 300.55029296875)",ArialMT,E0H1CM114.pdf,False,False,92,False,0.9021739164988201,0.3654481521760575,True,0.408355712890625,0.408355712890625,Body Text
communication components so critical in a consultative process.,8,9.960000038146973,300.9586486816406,"(90.04049682617188, 300.9586486816406, 361.22869873046875, 312.0740051269531)",ArialMT,E0H1CM114.pdf,False,False,63,False,0.9021739164988201,0.37999829378995026,False,0.408355712890625,23.206817626953125,Body Text
Phase II: Implementing and Transitioning,8,9.960000038146973,335.28082275390625,"(90.04049682617188, 335.28082275390625, 278.5185241699219, 346.39617919921875)",Arial-BoldMT,E0H1CM114.pdf,True,False,40,False,0.9021739164988201,0.42333437216402303,False,23.206817626953125,11.922119140625,H3
Timeline: April 2004 – December 2006,8,9.960000038146973,358.31829833984375,"(90.04049682617188, 358.31829833984375, 257.6772155761719, 369.43365478515625)",Arial-BoldMT,E0H1CM114.pdf,True,False,36,False,0.9021739164988201,0.45242209386343907,False,11.922119140625,0.4083251953125,Body Text
Funding Requested: Funding from other states and provinces suggest that the ODL could receive,8,9.960000038146973,369.84197998046875,"(90.04049682617188, 369.84197998046875, 509.4929504394531, 380.9573669433594)",Arial-BoldMT,E0H1CM114.pdf,True,False,93,False,0.9021739164988201,0.4669721969450363,True,0.4083251953125,0.4083251953125,Body Text
"funding of up to $50 Million (over 3 years). Funding to be provided partnership of government, library",8,9.960000038146973,381.3656921386719,"(90.0405044555664, 381.3656921386719, 513.9328002929688, 392.4810485839844)",Arial-ItalicMT,E0H1CM114.pdf,False,False,102,False,0.9021739164988201,0.4815223385589291,True,0.4083251953125,0.288848876953125,Body Text
stakeholders and other interested parties.,8,9.960000038146973,392.7698974609375,"(90.04049682617188, 392.7698974609375, 266.22186279296875, 403.88525390625)",Arial-ItalicMT,E0H1CM114.pdf,False,False,42,False,0.9021739164988201,0.49592158770320394,False,0.288848876953125,11.922119140625,Body Text
Result: The ODL is implemented and validated,8,9.960000038146973,415.807373046875,"(90.04049682617188, 415.807373046875, 291.2554016113281, 426.9227294921875)",Arial-BoldMT,E0H1CM114.pdf,True,False,44,False,0.9021739164988201,0.5250093094026199,False,11.922119140625,12.041656494140625,Body Text
The second phase will be to implement the ODL based on the business plan. This phase recognizes,8,9.960000038146973,438.9643859863281,"(90.04049682617188, 438.9643859863281, 524.7176513671875, 450.0797424316406)",ArialMT,E0H1CM114.pdf,False,False,95,False,0.9021739164988201,0.5542479621039497,True,12.041656494140625,0.408355712890625,Body Text
that for ODL to be optimally successful libraries must transition to a new way of doing business and,8,9.960000038146973,450.48809814453125,"(90.04049682617188, 450.48809814453125, 524.5623779296875, 461.60345458984375)",ArialMT,E0H1CM114.pdf,False,False,100,False,0.9021739164988201,0.5687981037178425,True,0.408355712890625,0.288848876953125,Body Text
providing services. The transition must occur while libraries continue to provide existing services and,8,9.960000038146973,461.8923034667969,"(90.04049682617188, 461.8923034667969, 524.6531372070312, 473.0076599121094)",ArialMT,E0H1CM114.pdf,False,False,103,False,0.9021739164988201,0.5831973528621173,True,0.288848876953125,0.408355712890625,Body Text
"respond to current challenges. This implementation phase will funded by a partnership of government,",8,9.960000038146973,473.416015625,"(90.04049682617188, 473.416015625, 524.8040771484375, 484.5313720703125)",ArialMT,E0H1CM114.pdf,False,False,100,False,0.9021739164988201,0.59774749447601,True,0.408355712890625,0.408355712890625,Body Text
library stakeholders and other interested parties as a means to quickly jumpstart the ODL.,8,9.960000038146973,484.9397277832031,"(90.04049682617188, 484.9397277832031, 467.27606201171875, 496.0550842285156)",ArialMT,E0H1CM114.pdf,False,False,90,False,0.9021739164988201,0.612297636089903,True,0.408355712890625,11.922088623046875,Body Text
The seed money requested will allow libraries to realign their budgets and services as the infrastructure,8,9.960000038146973,507.9771728515625,"(90.04049682617188, 507.9771728515625, 524.8434448242188, 519.092529296875)",ArialMT,E0H1CM114.pdf,False,False,105,False,0.9021739164988201,0.6413853192570234,True,11.922088623046875,0.28887939453125,Body Text
"and content of the ODL is created and secured. Some of the funding will be new money, although there",8,9.960000038146973,519.3814086914062,"(90.04049682617188, 519.3814086914062, 524.7261962890625, 530.4967651367188)",ArialMT,E0H1CM114.pdf,False,False,100,False,0.9021739164988201,0.6557846069335938,True,0.28887939453125,0.28887939453125,Body Text
is every indication that existing budgets and methods of operating may be modified as a result of,8,9.960000038146973,530.78564453125,"(90.04048156738281, 530.78564453125, 524.8484497070312, 541.9010009765625)",Arial-ItalicMT,E0H1CM114.pdf,False,False,97,False,0.9021739164988201,0.6701838946101641,True,0.28887939453125,0.4083251953125,Body Text
"recommendations. During this phase the polices, procedures, governance structures and accountability",8,9.960000038146973,542.309326171875,"(90.04048156738281, 542.309326171875, 524.6737060546875, 553.4246826171875)",Arial-ItalicMT,E0H1CM114.pdf,False,False,100,False,0.9021739164988201,0.6847339976917614,True,0.4083251953125,0.52789306640625,Body Text
"mechanisms of the ODL will be put in place. Pilot projects will be initiated, evaluated and expanded.",8,9.960000038146973,553.9525756835938,"(90.04048919677734, 553.9525756835938, 524.696044921875, 565.0679321289062)",ArialMT,E0H1CM114.pdf,False,False,101,False,0.9021739164988201,0.6994350703075679,True,0.52789306640625,0.40838623046875,Body Text
"Information resources will be identified, contracts for these resources will be negotiated and resources",8,9.960000038146973,565.476318359375,"(90.04048919677734, 565.476318359375, 524.6390991210938, 576.5916748046875)",ArialMT,E0H1CM114.pdf,False,False,104,False,0.9021739164988201,0.7139852504537563,True,0.40838623046875,0.4083251953125,Body Text
will be made deployed through the ODL. Regular evaluation during this phase will ensure the ODL is,8,9.960000038146973,577.0,"(90.04048919677734, 577.0, 524.6090698242188, 588.1153564453125)",ArialMT,E0H1CM114.pdf,False,False,98,False,0.9021739164988201,0.7285353535353535,True,0.4083251953125,0.4083251953125,Body Text
achieving its objectives and is accountable to its key communities.,8,9.960000038146973,588.523681640625,"(90.04048919677734, 588.523681640625, 368.5738830566406, 599.6390380859375)",ArialMT,E0H1CM114.pdf,False,False,67,False,0.9021739164988201,0.7430854566169508,False,0.4083251953125,11.68310546875,Body Text
Phase III: Operating and Growing the ODL,8,9.960000038146973,611.3221435546875,"(90.04048919677734, 611.3221435546875, 282.4637145996094, 622.4375)",Arial-BoldMT,E0H1CM114.pdf,True,False,40,False,0.9021739164988201,0.7718713933771307,False,11.68310546875,11.922119140625,H3
Timeline: January 2007 -,8,9.960000038146973,634.359619140625,"(90.04048919677734, 634.359619140625, 197.63233947753906, 645.4749755859375)",Arial-BoldMT,E0H1CM114.pdf,True,False,24,False,0.9021739164988201,0.8009591150765467,False,11.922119140625,0.40838623046875,Body Text
Funding: $50 Million annually ($35 Million requested from government),8,9.960000038146973,645.8833618164062,"(90.04048156738281, 645.8833618164062, 391.54052734375, 656.998779296875)",Arial-BoldMT,E0H1CM114.pdf,True,False,69,False,0.9021739164988201,0.8155092952227352,False,0.40838623046875,11.80255126953125,Body Text
Result: The ODL is fully operational and sustainable,8,9.960000038146973,668.8013916015625,"(90.04048919677734, 668.8013305664062, 312.53192138671875, 679.916748046875)",Arial-BoldMT,E0H1CM114.pdf,True,False,52,False,0.9021739164988201,0.8444462015171244,False,11.80255126953125,12.04156494140625,Body Text
In the third phase the ODL moves into the operational stage. Ontarians will experience the full benefits,8,9.960000038146973,691.9583129882812,"(90.05046081542969, 691.9583129882812, 518.7088012695312, 703.0736694335938)",ArialMT,E0H1CM114.pdf,False,False,104,False,0.9021739164988201,0.8736847386215673,True,12.04156494140625,0.40838623046875,Body Text
of the initiative and libraries will consolidate support around the ODL to grow resources and extend,8,9.960000038146973,703.4820556640625,"(90.05046081542969, 703.4820556640625, 503.4841003417969, 714.597412109375)",ArialMT,E0H1CM114.pdf,False,False,100,False,0.9021739164988201,0.8882349187677557,True,0.40838623046875,16.3824462890625,Body Text
9,8,9.0,730.9798583984375,"(516.640625, 730.9798583984375, 524.650634765625, 743.660888671875)",Arial-BlackItalic,E0H1CM114.pdf,True,False,1,True,0.8152173913043479,0.9229543666646938,False,16.3824462890625,-9.6226806640625,Body Text
RFP: To Develop the Ontario Digital Library Business Plan March 2003,8,7.559999942779541,734.0382080078125,"(90.04060363769531, 734.0382080078125, 340.93426513671875, 742.4751586914062)",Arial-BoldItalicMT,E0H1CM114.pdf,True,False,68,False,0.6847826035126396,0.9268159192017834,False,-9.6226806640625,-1.0,Body Text
capabilities. The challenge is to secure resources sufficient to both sustain the original investments and,9,9.960000038146973,72.22618865966797,"(90.04060363769531, 72.22618865966797, 522.0426025390625, 83.341552734375)",ArialMT,E0H1CM114.pdf,False,False,106,False,0.9021739164988201,0.09119468265109593,True,-1.0,0.40837860107421875,Body Text
to enhance the ODL.,9,9.960000038146973,83.74993133544922,"(90.04060363769531, 83.74993133544922, 180.27325439453125, 94.86529541015625)",ArialMT,E0H1CM114.pdf,False,False,19,False,0.9021739164988201,0.10574486279728437,False,0.40837860107421875,11.802604675292969,Body Text
The ongoing funding of the ODL will be based on a partnership model involving all the key participants,9,9.960000038146973,106.66790008544922,"(90.04060363769531, 106.66790008544922, 518.4957275390625, 117.78326416015625)",ArialMT,E0H1CM114.pdf,False,False,102,False,0.9021739164988201,0.13468169202708236,True,11.802604675292969,0.40837860107421875,Body Text
"(i.e. government, libraries, donors, public and private sectors). All participants (i.e. beneficiaries) are",9,9.960000038146973,118.19164276123047,"(90.04060363769531, 118.19164276123047, 506.7379455566406, 129.3070068359375)",ArialMT,E0H1CM114.pdf,False,False,107,False,0.9021739164988201,0.1492318721732708,True,0.40837860107421875,0.40838623046875,Body Text
expected to make financial contributions to the ODL. It is important in achieving the full impact of the,9,9.960000038146973,129.71539306640625,"(90.0505599975586, 129.71539306640625, 509.2799072265625, 140.83074951171875)",ArialMT,E0H1CM114.pdf,False,False,104,False,0.9021739164988201,0.16378206195253314,True,0.40838623046875,0.40838623046875,Body Text
"ODL on Ontario’s economy, society and learning support that all library sectors are participants",9,9.960000038146973,141.2391357421875,"(90.0505599975586, 141.2391357421875, 488.20458984375, 152.3544921875)",ArialMT,E0H1CM114.pdf,False,False,96,False,0.9021739164988201,0.1783322420987216,True,0.40838623046875,0.40838623046875,Body Text
"(university, colleges, public libraries and schools).",9,9.960000038146973,152.76287841796875,"(90.0505599975586, 152.76287841796875, 298.99163818359375, 163.87823486328125)",ArialMT,E0H1CM114.pdf,False,False,53,False,0.9021739164988201,0.19288242224491003,False,0.40838623046875,6.4041748046875,Body Text
"The proposed funding model requires a continuing government investment, but also recognizes that as",9,9.960000038146973,170.28240966796875,"(90.0505599975586, 170.28240966796875, 522.1561889648438, 181.39788818359375)",ArialMT,E0H1CM114.pdf,False,False,99,False,0.9021739164988201,0.21500304251006155,True,6.4041748046875,0.2886962890625,Body Text
the ODL matures a growing share of ODL funding will come from libraries and non-governmental,9,9.960000038146973,181.68658447265625,"(90.04060363769531, 181.68658447265625, 497.32073974609375, 192.80194091796875)",ArialMT,E0H1CM114.pdf,False,False,92,False,0.9021739164988201,0.2294022531220407,True,0.2886962890625,0.40838623046875,Body Text
